variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1579.24,1536,117.900577,1352,1872
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,objetivo,88087.875322,83866.193333,9480.772441,79959.465,106671.755
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,tiempoMs,50.755003,50.67285,1.319768,47.2799,54.7105
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4866.333333,4861,105.03222,4581,5101
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.106667,28,1.791654,32,24
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.862578,12.903226,3.551766,17.647059,7.142857
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.779256,823.450833,93.590857,783.49,1047.276667
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.949767,1723.314167,142.806691,1518.03,1957.253333
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,costo,16550.693333,16459,1216.852381,14324,19980
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2477.173333,2476,204.216517,2112,3056
SA_RECAL05,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,objetivo,13908.462333,11841.03,4418.884576,11175.046667,22697.865
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,tiempoMs,27.478335,27.3603,1.178835,25.3264,31.9556
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,evaluaciones,4581.533333,4621,81.329446,4301,4821
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,57.6,56,9.360778,68,44
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,29.002057,27.272727,13.025877,52.941176,15.384615
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,134.333333,114.093333,43.547957,106.766667,220.906667
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,475.129,431.696667,72.558828,416.048333,607.198333
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,costo,11320,10740,976.703674,10424,13084
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1620.8,1536,150.331714,1456,1874
SA_MOV3,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,objetivo,88139.788667,84000.065,9480.075743,80339.456667,106545.155
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,tiempoMs,43.69407,43.81105,1.4707,40.3985,48.3201
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4643.133333,4661,132.505979,4261,4981
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28,28,1.269149,30,26
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.787306,12.903226,3.517379,17.647059,7.142857
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,864.346,824.818333,93.588376,787.316667,1046.026667
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1705.188667,1722.426667,143.262663,1518.231667,1942.488333
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,costo,15609.6,15838,1080.054734,14196,16864
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2331.2,2304,191.706991,2096,2554
SA_MOV3,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
