variante,escenario,algoritmo,repeticion,semilla,iteracion,evaluaciones,mejor_F
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,83,3421,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,84,3461,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,85,3501,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,86,3541,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,87,3581,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,88,3621,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,89,3661,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,90,3701,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,91,3741,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,92,3781,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,93,3821,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,94,3861,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,95,3901,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,96,3941,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,97,3981,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,98,4021,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,99,4061,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,100,4101,22551.716667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,101,4141,22550.456667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,102,4181,22549.856667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,103,4221,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,104,4261,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,105,4301,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,106,4341,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,107,4381,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,108,4421,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,109,4461,22547.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,110,4501,22547.546667
BASE,N025-I01,GENETICO,1,778,0,60,22697.865
BASE,N025-I01,GENETICO,1,778,1,120,22697.865
BASE,N025-I01,GENETICO,1,778,2,180,22682.056667
BASE,N025-I01,GENETICO,1,778,3,240,22682.056667
BASE,N025-I01,GENETICO,1,778,4,300,22651.891667
BASE,N025-I01,GENETICO,1,778,5,360,22651.891667
BASE,N025-I01,GENETICO,1,778,6,420,22651.891667
BASE,N025-I01,GENETICO,1,778,7,480,22651.891667
BASE,N025-I01,GENETICO,1,778,8,540,22651.891667
BASE,N025-I01,GENETICO,1,778,9,600,22651.891667
BASE,N025-I01,GENETICO,1,778,10,660,22651.891667
BASE,N025-I01,GENETICO,1,778,11,720,22651.891667
BASE,N025-I01,GENETICO,1,778,12,780,22651.891667
BASE,N025-I01,GENETICO,1,778,13,840,22651.891667
BASE,N025-I01,GENETICO,1,778,14,900,22651.891667
